Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1533675600.0 19.0 NA 110 276 0 NA 591 427 0 NA 2359 3346 723 NA 1581 4367 815
1533675600.0 20.0 NA 112 260 0 NA 546 408 0 NA 2615 4048 926 NA 1801 5451 1361
1533675600.0 20034.0 NA 303 394 0 NA 489 549 0 NA 4168 4545 1324 NA 3330 6284 1771
1533675600.0 20034.1 NA 309 208 0 NA 496 283 0 NA 3817 1745 419 NA 2475 1647 585
1533675600.0 20034.11 NA 308 402 0 NA 430 540 0 NA 4358 4274 1201 NA 4238 5254 1674
1533675600.0 2017.8 181 NA NA NA 260 NA NA NA 1050 NA NA NA 2652 NA NA NA
1533675600.0 2017.9 341 0 128 NA 687 0 213 NA 2159 595 1692 NA 2286 928 2353 NA
1533675600.0 21.0 NA 103 264 0 NA 590 401 0 NA 2345 4076 742 NA 1394 5503 891
1533675600.0 21234.0 96 306 399 0 163 444 531 0 14188 4537 4616 1267 8675 4005 3859 1792
1533675600.0 21234.11 105 309 408 0 176 481 554 0 14186 4384 4195 1286 8591 4633 4179 1827
1533675600.0 21634.0 97 299 410 0 165 462 536 0 13545 4796 4154 1258 8705 4471 4245 1648
1533675600.0 22.0 NA 110 281 0 NA 590 427 0 NA 2815 3796 904 NA 1847 2973 1291
1533675600.0 22034.0 96 300 401 0 162 516 566 0 13532 4718 4703 1268 8690 4275 4234 1710
1533675600.0 22434.0 106 303 407 0 176 500 540 0 13764 4685 4330 1296 8972 4622 3739 1728
1533675600.0 23.0 NA 128 297 0 NA 558 435 0 NA 3168 4803 916 NA 2008 4160 1061
1533675600.0 24.0 NA 126 289 0 NA 589 438 0 NA 3429 6024 726 NA 2222 4504 806
1533675600.0 24034.0 85 253 357 0 148 409 514 0 13109 2789 4147 688 8560 1642 3815 851
1533675600.0 25211.17 72 308 457 0 149 625 691 0 6447 4028 6123 1888 7175 2951 4491 2161
1533675600.0 25400.0 471 0 134 NA 778 0 206 NA 5721 512 1494 NA 6318 1174 1990 NA
1533675600.0 25402.0 464 0 139 NA 727 0 228 NA 6424 383 1165 NA 3600 459 1265 NA
1533675600.0 25403.0 480 0 131 NA 754 0 214 NA 5911 413 1752 NA 3587 483 2312 NA
1533675600.0 25405.0 462 0 132 NA 684 0 217 NA 5274 434 1456 NA 6132 722 2032 NA
1533675600.0 25406.0 470 0 128 NA 725 0 215 NA 4135 413 1639 NA 4228 679 2691 NA
1533675600.0 25407.0 406 0 129 NA 636 0 206 NA 5044 418 1535 NA 6024 834 2591 NA
1533675600.0 25408.0 487 0 130 NA 751 0 211 NA 7022 509 1828 NA 5799 972 2748 NA
1533675600.0 25409.0 466 0 136 NA 728 0 215 NA 5969 443 1505 NA 5868 756 1959 NA
1533675600.0 26.0 NA 130 314 0 NA 590 461 0 NA 2937 3967 921 NA 1861 3111 1098
1533675600.0 27.0 NA 129 294 0 NA 591 430 0 NA 2951 3849 1018 NA 1871 3276 1389
1533675600.0 28.0 NA 127 288 0 NA 589 428 0 NA 3297 5493 807 NA 1963 4135 1105
1533675600.0 29.0 NA 122 311 0 NA 591 467 0 NA 3090 4806 781 NA 2828 6451 867
1533675600.0 30.0 NA 128 294 0 NA 590 443 0 NA 3039 4867 1115 NA 2002 3771 1555
1533675600.0 31.0 NA 128 291 0 NA 546 432 0 NA 3042 4527 786 NA 1943 3820 1048
1533675600.0 32.0 NA 124 295 0 NA 561 438 0 NA 3294 4635 1100 NA 2020 3753 1602
1533675600.0 33.0 NA 128 289 0 NA 589 443 0 NA 2794 3982 989 NA 1718 3245 1256
1533675600.0 35.0 NA 131 296 0 NA 605 444 0 NA 3092 4441 1050 NA 1946 3291 1418
1533675600.0 36.0 NA 125 302 0 NA 588 450 0 NA 2960 15524 782 NA 1390 6951 830
1533675600.0 37.0 NA 126 295 0 NA 590 440 0 NA 3081 6156 1031 NA 2154 3820 1315
1533675600.0 38.0 NA 122 296 0 NA 559 440 0 NA 3444 5756 921 NA 2626 3579 1110
1533675600.0 39.0 NA 126 302 0 NA 591 450 0 NA 3705 9452 796 NA 3252 5025 936
1533675600.0 43.0 NA 127 291 0 NA 542 417 0 NA 3185 5444 840 NA 2208 4284 996
1533675600.0 44.0 NA 126 291 0 NA 591 431 0 NA 2924 5000 731 NA 1871 4164 769
1533675600.0 45.0 NA 130 296 0 NA 591 450 0 NA 2979 4510 1038 NA 2109 3085 1486
1533675600.0 50200.0 NA 193 408 0 NA 617 593 0 NA 2301 5161 745 NA 2166 4343 871
1533675600.0 50202.0 NA 190 409 0 NA 618 571 0 NA 1989 5313 783 NA 1484 4190 928
1533675600.0 50203.0 NA 193 418 0 NA 559 623 0 NA 1978 4526 784 NA 1653 3415 1055
1533675600.0 50204.0 NA 198 428 0 NA 603 614 0 NA 1932 5496 802 NA 1558 4054 1069
1533675600.0 50205.0 NA 188 408 0 NA 529 567 0 NA 2459 5382 739 NA 2669 4577 870
1533675600.0 50206.0 NA 194 439 0 NA 559 587 0 NA 2106 4254 778 NA 1845 3182 1035
1533675600.0 50207.0 NA 194 408 0 NA 559 599 0 NA 2351 5280 729 NA 2132 4322 874
1533675600.0 9.0 NA 124 289 0 NA 589 432 0 NA 3330 6371 779 NA 2371 4657 907
